case_SUMleges_seq,action_code_seq,activityNameEN_seq,case_caseStatus_seq,case_Responsible_actor_seq,concept_name_seq,case_last_phase_seq,case_requestComplete_seq,case_parts_seq,question_seq,case_termName_seq,monitoringResource_seq,org_resource_seq,delta,delta_p,delta_df,duration,duration_df,duration_p,cluster
0/0/0/0/0,01HOOFD010/02DRZ0202/01HOOFD0302/02DRZ0101/01HOOFD790,registersubmissiondaterequest/entersenddatelettertocompetentauthority/entersenddateacknowledgement/forwardtranscripttostakeholders/closecase,G/G/G/G/G,560925/560925/560925/560925/560925,ArtificialStartTask/01HOOFD/02DRZ/01HOOFD/02DRZ/01HOOFD/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925,560925/560925/560925/560925/560925,0/1/6/0/0/0/0,0/0/0/0/0,0/0/0/0/0,7,0,0,1
0/0/0/0/0/0/0/0,01HOOFD010/08AWB450202/01HOOFD110/08AWB45040/01HOOFD050/08AWB45010/01HOOFD130/08AWB45060,registersubmissiondaterequest/entersenddateretrievemissingdata/treatsubcasescompleteness/enterreceiptofadditionaldata/applicantisstakeholder/termforsupplyingmissingdata/WAWpermitaspect/keeppermanentlysuspended,G/G/G/G/G/G/G/G,560912/560912/560912/560912/560912/560912/560912/560912,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/08AWB45/ArtificialEndTask,Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen,1/1/1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/EMPTY/EMPTY/EMPTY/True/EMPTY/False/True,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560925/560925/560925/560925/560925/560925/560925/560925,560925/2670601/560881/2670601/2670601/2670601/2670601/2670601,0/1/33/0/3/3/0/16/0/1,0/34/-33/33/-33/33/16/0,0/34/-6/6/0/0/16/0,57,50,50,1
148.368/148.368/148.368/148.368/148.368/148.368,01HOOFD010/06VD010/05EIND010/01HOOFD050/09AHI010/01HOOFD370,registersubmissiondaterequest/extendprocedureterm/terminateonrequest/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/06VD/05EIND/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925,560925/2670601/2670601/2670601/560894/560894,0/1/46/0/0/6/0/8,0/2/0/0/47/0,0/43/0/0/6/0,61,49,49,1
0,01HOOFD0302,entersenddateacknowledgement,G,560912,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Bouw,EMPTY,EMPTY,560925,560872,0/1/3,0,0,4,0,0,1
0,01HOOFD010,registersubmissiondaterequest,G,560912,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,BrandveiliggebruikmeldingBrandveiliggebruikvergunning,EMPTY,Termijntotbesluit,560912,560912,0/1/69,0,0,70,0,0,1
0/0/0/0/0/0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD050/09AHI010/01HOOFD370/01BB540/01HOOFD790/01BB770,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase/setphasephasepermittingirrevocable,G/G/G/G/G/G/G/G/G/G,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/01BB/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/False/EMPTY/False/True/False/EMPTY/False/EMPTY/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,0/1/37/0/0/0/0/0/43/0/0/0,0/0/0/0/0/0/0/43/0/0,0/0/0/0/0/0/0/0/0/0,81,0,43,1
0/0/0/0/0,01HOOFD010/06VD010/01HOOFD100/05EIND010/01HOOFD180,registersubmissiondaterequest/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure,O/O/O/O/O,560925/560925/560925/560925/560925,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/ArtificialEndTask,Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen,1/1/1/1/1,BouwBrandveiliggebruikvergunning/BouwBrandveiliggebruikvergunning/BouwBrandveiliggebruikvergunning/BouwBrandveiliggebruikvergunning/BouwBrandveiliggebruikvergunning,EMPTY/False/EMPTY/False/False,Termijntotbesluitomgezet/Termijntotbesluitomgezet/Termijntotbesluitomgezet/Termijntotbesluitomgezet/Termijntotbesluitomgezet,560925/560925/560925/560925/560925,560925/560894/560894/560894/560894,0/1/13/0/0/0/0,0/6/0/0/0,0/6/0/0/0,14,6,6,1
276.504/276.504/276.504/276.504/276.504/276.504,01HOOFD010/05EIND010/06VD010/01HOOFD120/09AHI010/01HOOFD375,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/article34WABOapplies/phaseadviceknown,O/O/O/O/O/O,560464/560464/560464/560464/560464/560464,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid/AanlegUitvoerenwerkofwerkzaamheid,EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560464,560925/560890/560890/560890/560890/560890,0/1/55/0/0/0/0/9,0/18/0/35/0/0,0/53/0/0/0/0,65,53,53,1
0,01HOOFD010,registersubmissiondaterequest,G,560462,ArtificialStartTask/01HOOFD/ArtificialEndTask,Adviesbekend,1,Milieuvergunning,EMPTY,EMPTY,560872,560872,0/1/3,0,0,4,0,0,1
116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765,01HOOFD010/08AWB450202/01HOOFD110/05EIND010/01HOOFD120/08AWB45010/01HOOFD130/09AHI010/01HOOFD375/06VD010/01HOOFD4901,registersubmissiondaterequest/entersenddateretrievemissingdata/treatsubcasescompleteness/terminateonrequest/subcasescompletenesscompleted/termforsupplyingmissingdata/WAWpermitaspect/article34WABOapplies/phaseadviceknown/extendprocedureterm/creatingenvironmentalpermitdecision,G/G/G/G/G/G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/05EIND/01HOOFD/08AWB45/01HOOFD/09AH/01HOOFD/06VD/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/EMPTY/EMPTY/False/EMPTY/EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560872/560872/560872/560872/560872/560872/560872/560872/560464/560872/560464,560872/560881/560881/560881/560881/560881/560881/560881/560881/560881/560881,0/1/24/0/0/0/0/47/0/0/0/0/15,0/20/-17/0/17/0/47/0/0/-64/0,0/20/0/0/0/0/47/0/0/0/0,87,67,67,1
3253.373/3253.373/3253.373/3253.373/3253.373/3253.373/3253.373/3253.373/3253.373/3253.373,01HOOFD010/08AWB450202/01HOOFD110/08AWB45010/05EIND010/06VD010/08AWB45170/01HOOFD130/09AHI010/01HOOFD370,registersubmissiondaterequest/entersenddateretrievemissingdata/treatsubcasescompleteness/termforsupplyingmissingdata/terminateonrequest/extendprocedureterm/MERpresentinsupplement/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/08AWB45/05EIND/06VD/08AWB45/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1/1/1,BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop/BouwSloop,EMPTY/EMPTY/EMPTY/EMPTY/False/False/False/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,560872/2670601/2670601/2670601/560881/560881/560881/560881/560881/560881,0/1/34/0/0/26/0/0/0/0/0/15,0/27/-17/17/-17/0/42/1/0/0,0/27/0/0/26/0/0/0/0/0,76,53,53,1
162.51353/162.51353/162.51353/162.51353/162.51353/162.51353,01HOOFD010/09AHI010/01HOOFD370/05EIND010/06VD010/01HOOFD380,registersubmissiondaterequest/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/extendprocedureterm/groundsforrefusal,G/G/G/G/G/G,560925/560925/560925/560925/560925/560925,ArtificialStartTask/01HOOFD/09AH/01HOOFD/05EIND/06VD/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,BouwReclame/BouwReclame/BouwReclame/BouwReclame/BouwReclame/BouwReclame,EMPTY/False/EMPTY/False/False/False,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925,560925/560881/560881/560890/560890/560890,0/1/46/0/7/0/0/8,0/43/0/-36/0/36,0/43/0/7/0/0,62,50,43,1
0,01HOOFD010,registersubmissiondaterequest,O,4901428,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Bouw,EMPTY,Termijntotbesluit,560912,560912,0/1/2,0,0,3,0,0,1
0,01HOOFD010,registersubmissiondaterequest,G,4901428,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,EMPTY,EMPTY,EMPTY,560872,560872,0/1/5,0,0,6,0,0,1
116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765/116.79765,01HOOFD010/08AWB450202/01HOOFD040/06VD010/01HOOFD050/08AWB45010/01HOOFD130/09AHI010/01HOOFD370/05EIND010/01HOOFD4901,registersubmissiondaterequest/entersenddateretrievemissingdata/forwardtothecompetentauthority/extendprocedureterm/applicantisstakeholder/termforsupplyingmissingdata/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/creatingenvironmentalpermitdecision,G/G/G/G/G/G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/06VD/01HOOFD/08AWB45/01HOOFD/09AH/01HOOFD/05EIND/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/EMPTY/False/False/True/EMPTY/False/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925/560925/560925/560925/560925/4901428,560925/560881/560881/560881/560881/560881/2670601/2670601/2670601/2670601/2670601,0/1/39/0/0/0/0/7/0/0/0/0/16,0/34/-34/34/0/0/7/0/0/-7/0,0/34/0/0/0/0/7/0/0/0/0,63,41,41,1
0/0/0/0/0/0/0/0/0/0/0/0,01HOOFD1952/05EIND020/01HOOFD110/05EIND010/06VD010/01HOOFD120/05EIND0301/01HOOFD180/05EIND040/01HOOFD1951/05EIND070/01HOOFD200,entersenddateprocedureconfirmation/enterdateterminationrequestreceived/treatsubcasescompleteness/terminateonrequest/extendprocedureterm/subcasescompletenesscompleted/createdecisionterminateonrequest/activitiesregularprocedure/decisionterminateonrequest/detailedprocedureapplies/phaseprocedureaborted/requestcomplete,G/G/G/G/G/G/G/G/G/G/G/G,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/05EIND/06VD/01HOOFD/05EIND/01HOOFD/05EIND/01HOOFD/05EIND/01HOOFD/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1/1/1/1/1/1,Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap/Kap,EMPTY/EMPTY/EMPTY/True/False/EMPTY/EMPTY/False/EMPTY/EMPTY/EMPTY/False,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,560872/560872/560872/560872/560872/560872/560872/560872/560872/560872/560872/560872,0/1/6/1/0/0/0/0/0/0/0/0/0/6,0/0/-3/0/0/3/0/0/0/0/0/0,0/0/0/0/0/0/0/0/0/0/0/0,14,0,3,1
19060.559/19060.559/19060.559/19060.559/19060.559/19060.559/19060.559/19060.559,01HOOFD010/04BPT010/01HOOFD0651/05EIND010/06VD010/01HOOFD180/09AHI010/01HOOFD370,registersubmissiondaterequest/MERpresent/sendprocedureconfirmation/terminateonrequest/extendprocedureterm/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted,O/O/O/O/O/O/O/O,560464/560464/560464/560464/560464/560464/560464/560464,ArtificialStartTask/01HOOFD/04BPT/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925/560925/560925,560925/560890/560890/560890/560890/560890/560890/560890,0/1/1/0/0/0/0/0/0/8,0/0/0/0/0/0/0/0,0/0/0/0/0/0/0/0,10,0,0,1
953.256/953.256/953.256/953.256/953.256/953.256,01HOOFD010/09AHI010/01HOOFD370/05EIND010/06VD010/01HOOFD4901,registersubmissiondaterequest/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/extendprocedureterm/creatingenvironmentalpermitdecision,G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/09AH/01HOOFD/05EIND/06VD/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/EMPTY/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560872/560872/560872/560872/560872/560464,560872/560881/560881/560890/560890/560890,0/1/42/0/13/0/0/9,0/40/0/-15/0/0,0/40/0/13/0/0,65,53,40,1
6524.0444/6524.0444/6524.0444/6524.0444/6524.0444/6524.0444/6524.0444,01HOOFD010/06VD010/01HOOFD050/09AHI010/01HOOFD370/05EIND010/01HOOFD4901,registersubmissiondaterequest/extendprocedureterm/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/creatingenvironmentalpermitdecision,G/G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/06VD/01HOOFD/09AH/01HOOFD/05EIND/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/False/True/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560872/560872/560872/560872/560872/560872/560464,560872/560881/560881/560881/560881/560881/560881,0/1/42/0/0/0/6/0/9,0/36/0/0/0/0/0,0/36/0/0/0/6/0,58,42,36,1
0/0/0/0/0/0,01HOOFD010/05EIND010/06VD010/01HOOFD050/09AHI010/01HOOFD370,registersubmissiondaterequest/terminateonrequest/extendprocedureterm/applicantisstakeholder/article34WABOapplies/assessmentofcontentcompleted,G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/05EIND/06VD/01HOOFD/09AH/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1,Monument/Monument/Monument/Monument/Monument/Monument,EMPTY/False/False/True/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925,560925/560881/560881/560881/560881/560881,0/1/41/0/0/0/0/23,0/20/0/0/14/0,0/34/0/0/0/0,65,34,34,1
111.276/111.276/111.276/111.276/111.276,01HOOFD010/05EIND020/01HOOFD0651/05EIND010/01HOOFD100,registersubmissiondaterequest/enterdateterminationrequestreceived/sendprocedureconfirmation/terminateonrequest/registrerdateofpublishingreceivedrequest,G/G/G/G/G,4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/05EIND/01HOOFD/ArtificialEndTask,Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen/Aanvraagontvangen,1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/True/EMPTY,Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit/Termijntotbesluit,560912/560912/560912/560912/560912,560912/560881/560881/560881/560912,0/1/49/5/0/2/0,0/41/-41/41/0,0/41/0/0/2,57,43,41,1
3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827/3791.9827,01HOOFD010/08AWB45040/01HOOFD1902/08AWB450202/01HOOFD0652/08AWB45010/01HOOFD100/08AWB45030/01HOOFD130/09AHI010/01HOOFD370/05EIND010/06VD010/01HOOFD5102,registersubmissiondaterequest/enterreceiptofadditionaldata/entersenddateprocedureconfirmation/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/termforsupplyingmissingdata/registrerdateofpublishingreceivedrequest/receiveadditionalinformation/WAWpermitaspect/article34WABOapplies/assessmentofcontentcompleted/terminateonrequest/extendprocedureterm/entersenddatedecisionenvironmentalpermit,G/G/G/G/G/G/G/G/G/G/G/G/G/G,4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428/4901428,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/08AWB45/01HOOFD/09AH/01HOOFD/05EIND/06VD/01HOOFD/ArtificialEndTask,Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend/Vergunningverleend,1/1/1/1/1/1/1/1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/True/False/False/EMPTY/False/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925/560925/560925/560925/560925/560925/560925/560925/560925,560925/2670601/560881/560881/560881/560881/560881/2670601/560881/560881/560881/560881/560881/560890,0/1/29/0/0/0/0/0/13/1/0/0/0/0/12/9,0/29/-13/0/0/0/0/0/14/0/0/-14/0/26,0/28/-13/0/0/0/0/13/1/0/0/0/0/12,65,41,42,1
0/0/0/0/0/0/0,01HOOFD010/05EIND020/01HOOFD0652/05EIND050/01HOOFD040/06VD010/05EIND010,registersubmissiondaterequest/enterdateterminationrequestreceived/entersenddateprocedureconfirmation/entersenddateconfirmationrequest/forwardtothecompetentauthority/extendprocedureterm/terminateonrequest,O/O/O/O/O/O/O,560925/560925/560925/560925/560925/560925/560925,ArtificialStartTask/01HOOFD/05EIND/01HOOFD/05EIND/01HOOFD/06VD/05EIND/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1/1/1/1,Bouw/Bouw/Bouw/Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY/False/False/True,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560925/560925/560925/560925/560925/560925/560925,560925/560925/560925/560925/560925/560925/560925,0/1/19/6/0/0/0/0/0,0/13/0/0/-11/11/0,0/13/0/0/0/0/0,26,13,13,1
0,01HOOFD010,registersubmissiondaterequest,O,560925,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560925,560925,0/1/10,0,0,11,0,0,1
0,01HOOFD010,registersubmissiondaterequest,G,560912,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560925,560925,0/1/7,0,0,8,0,0,1
0/0/0/0,01HOOFD010/08AWB450202/01HOOFD0652/08AWB45010,registersubmissiondaterequest/entersenddateretrievemissingdata/entersenddateprocedureconfirmation/termforsupplyingmissingdata,G/G/G/G,560912/560912/560912/560912,ArtificialStartTask/01HOOFD/08AWB45/01HOOFD/08AWB45/ArtificialEndTask,Procedureafgebroken/Procedureafgebroken/Procedureafgebroken/Procedureafgebroken,1/1/1/1,Bouw/Bouw/Bouw/Bouw,EMPTY/EMPTY/EMPTY/EMPTY,Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens/Termijnaanvullendegegevens,560872/560872/560872/560872,560872/2670601/2670601/2670601,0/1/15/0/0/0,0/11/0/0,0/11/0/0,16,11,11,1
0,01HOOFD010,registersubmissiondaterequest,G,560912,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,BouwMonument,EMPTY,EMPTY,560872,560872,0/1/8,0,0,9,0,0,1
0,01HOOFD010,registersubmissiondaterequest,G,560462,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Milieuvergunning,EMPTY,EMPTY,560872,560872,0/1/3,0,0,4,0,0,1
0,01HOOFD010,registersubmissiondaterequest,O,560925,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,Bouw,EMPTY,EMPTY,560925,560925,0/1/6,0,0,7,0,0,1
3520.84,01HOOFD010,registersubmissiondaterequest,G,560925,ArtificialStartTask/01HOOFD/ArtificialEndTask,Aanvraagontvangen,1,BouwMonument,EMPTY,EMPTY,560925,560925,0/1/3,0,0,4,0,0,1
0,01HOOFD010,registersubmissiondaterequest,G,560872,ArtificialStartTask/01HOOFD/ArtificialEndTask,Vergunningverleend,1,Brandveiliggebruikmelding,EMPTY,EMPTY,560872,560872,0/1/4,0,0,5,0,0,1
0,01HOOFD010,registersubmissiondaterequest,G,560872,ArtificialStartTask/01HOOFD/ArtificialEndTask,Procedureafgebroken,1,Kap,EMPTY,Termijntotbesluit,560872,560872,0/1/6,0,0,7,0,0,1
84.3/84.3/84.3/84.3/84.3/84.3/84.3/84.3/84.3,01HOOFD0302/06VD010/01HOOFD100/05EIND010/01HOOFD180/09AHI010/01HOOFD370/01BB540/01HOOFD790,entersenddateacknowledgement/extendprocedureterm/registrerdateofpublishingreceivedrequest/terminateonrequest/activitiesregularprocedure/article34WABOapplies/assessmentofcontentcompleted/objectionlodgedagainstdecision/closecase,G/G/G/G/G/G/G/G/G,560458/560458/560458/560458/560458/560458/560458/560458/560458,ArtificialStartTask/01HOOFD/06VD/01HOOFD/05EIND/01HOOFD/09AH/01HOOFD/01BB/01HOOFD/ArtificialEndTask,Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld/Zaakafgehandeld,1/1/1/1/1/1/1/1/1,Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop/Sloop,EMPTY/False/EMPTY/False/True/False/EMPTY/False/EMPTY,EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY/EMPTY,560458/560458/560458/560458/560458/560458/560458/560458/560458,560532/560530/560530/560530/560530/560532/560532/560528/560528,0/1/1/0/0/0/1/0/37/0/0,0/1/0/0/0/1/0/1/0,0/1/0/0/0/1/0/37/0,40,39,3,2
